text,response
"RT BBC "" Holding your breath  Drinking cow urine  Making hand sanitiser at home  Heres some coronavirus myths that you should ignore. https://t.co/6KnlqDVnri""",0
Holding your breath  Drinking cow urine  Making hand sanitiser at home  Heres some coronavirus myths that you should ignore  https://t.co/hO94py17yN https://t.co/RjoIQH7q0U,2
PA NEWS Fact check: Will holding your breath for 10 seconds reveal if you have coronavirus? https://t.co/rs8krsdhNl Call 800-566-8999 https://t.co/1MoDWl1aO1,2
The hardest part about going for a bike ride during this coronavirus outbreak is holding your breath the whole time,2
Dont hold your breath for any acknowledgement of the #conservative #Government #coronavirus #seriousquestion about  #failings  as reported in the Times today. A reminder that today's coronavirus briefing will be held at 4pm and led by education secretary Gavin Williamson.,2
Was that hold your breath for 10 seconds coronavirus test shared by Aquarians only or I am projecting ?,0
@xuxisvogue its where you hold your breath for ten seconds and if you dry cough it could mean you have coronavirus,2
I just saw a news notification on TV that says you can test yourself for coronavirus by holding your breath ummm excuse me my asthma would say otherwise,2
"@HovaXXI Mate, Im going through it but my mom with a PhD in coronavirus from Whatsapp university suggests that if you can hold your breath for 20 seconds, youre still fine",2
Just because you can hold your breath for 10 seconds does not mean you havent been infected with the coronavirus.@SmithDanaG https://t.co/lCVDumfYIN,0
Consumers Beware; Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease. @WHO @MOH_Kenya @DrTedros  #KnowTheFacts https://t.co/0q3mX9oS5Z   #COVID19Kenya https://t.co/TR8l2vxXRS,0
"Don't risk your life for a passing feeling, hold on a little while #coronavirusuk #coronavirus can take your breath away.",3
BBCWorld:  Holding your breath  Drinking cow urine  Making hand sanitiser at home  Heres some coronavirus myths that you should ignore  https://t.co/sC8hvTWmr7 https://t.co/znIpJ78kCC,2
FALSE: Holding your breath is not a proven self-check test for COVID-19 by @PesaCheck https://t.co/cEjJYmlUMk #coronavirusinKenya #coronaInkenya #FactCheck,0
"It seems intuitive to me that holding your breath when passing people outdoors would help avoid spreading or catching the coronavirus, but I havent seen anything about that. Any smart people know if that holds water?",1
"The most common symptoms of Covid-19 are dry cough, tiredness and fever. Fact: being able to hold your breath for 10 sec or more without coughing of feeling discomfort does not mean you are free from the coronavirus disease or any lung disease.  @who @ncfnigeria #StayHome https://t.co/wiR24gx3xp",2
"@tony_aurelius @FergalBowers Of course there are - it's big bucks, and telling the publuc you're nearly there is big publicity, but don't hold your breath, there has never been a beneficial vaccine for any coronavirus",2
"Sharing partly for the specific point (holding your breath is not a useful test for coronavirus), but mostly for the general point (dont believe stuff like this that you read on social media, even if it claims to come from doctors).  https://t.co/tp5XS2AzpK",2
"@feneomoviesapp @Dilmaangemore1 @SamChatterjee9 Waiting for that day. Even if I get coronavirus-19, I'll hold my last breath till I watch the web series, before I die. Jai Enakshi.. ",2
"@funkmasterMMA And the ""simple health check"" of holding your breath for 10 seconds in the morning to find out if you have coronavirus. Again, complete BS. Very easy to Google that one",2
Don't hold your breath waiting for a safe vaccine for the #coronavirus...It may never happen. @GovofCO @AristeaBrady #coronavirus #vaccine #vaccineenhancement #opencolorado #stopcyberbullying #stopfearmongering https://t.co/8g5z7QzP1i,0
At last now lets see how long it takes for medical centers treating coronavirus-19 ( SARS-co2) protocols to change. Dont hold your breath. https://t.co/a88dwt8WAG,2
"@VenomRobotics check if u have the coronavirus by holding your breath for 10 seconds and to spray off surfaces with a mixture of chlorine, water, and vinegar two times every day",0
@DSzymborski Yes my daughter fell for the holding your breath trick to test for coronavirus,2
Does garlic ward off #COVID19? Can you really tell if you have the #coronavirus by holding your breath? We talk to the experts about coronavirus #myths in this week's #ConsumerAlert. @News12NJ @Doctor_Deena https://t.co/Sy0lfx4f6r,2
"@MarkELacey @MartinBrampton @EwonSprokler @joedieseldodge @no2wind @FriendsOScience @RedDragonFly19 @HiFiWhiPhi @UkraineTrollbot @Barbarajdurkin @EDavidAn @csfc67 @cheryl1492 @RoyPentland @MedBennett @IngersolRobert @LawsonUBS @Samanth71003012 @drwaheeduddin @markp1950 @0Sundance @GillesnFio @John_Menzies @seyonla1 @RogTallbloke @ozhomeschool @TeaJunkie1 @Al_Pantovski @comeantakeit76 @novakglobal @GreyTonka @LesleyJ62456075 @JaggerMickOZ @HVACPerformance @ianbrow97534170 @GlenneDrover @PhilMarsom @TexCIS @manifesto2000 @DougieG @LynnRahn1 @EuphoricEuler @SchemppShawn @downtownrob88 @am_garland @GrahamHill1234 @ScottRowein @AreWeThatStupi1 @OfCalla @BorisJohnson People putting their ""hope"" in a coronavirus vaccine should consider that if it was easy there would already be one for the common cold.  My advice is - don't hold your breath.",2
"3. You can recover from the coronavirus disease (COVID-19). Catching the new coronavirus DOES NOT mean you will have it for life.

4. Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus",0
"Claim: If you can hold your breath for 10 sec without discomfort, you dont have COVID-19.  Fact: Holding your breath for more than 10 seconds without discomfort does not prove whether you are infected or not.   #coronavirusindia #coronavirus #IndiaFightsCorona  #Mythbuster https://t.co/8MSc6xcMVF",0
"#COVIDFactCheck: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease (COVID-19) or any other lung disease.
Source: World Health Organization 
https://t.co/cKpFFBKQRS https://t.co/BSfe9SnheI",2
@scott_tobias holding your breath when you pass a cemetery prevents coronavirus? does trump know that?,2
"The most common symptoms of Covid-19 are dry cough, tiredness and fever. Fact: being able to hold your breath for 10 sec or more without coughing of feeling discomfort does not mean you are free from the coronavirus disease or any lung disease.  @who @ncfnigeria #StayHome https://t.co/wiR24gx3xp",0
I know you all are holding your breath every time you walk past someone.  #coronavirus,2
"Omfg, my dads partner (who is a nurse and should know better) is sharing misinformation about coronavirus to the entire family (sipping water stops you catching it, if you can hold your breath for ten seconds you dont have the virus)",2
Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the coronavirus disease (COVID-19) or any other lung disease,0
@TonyMcMahonIRL @DECOJAMESMC @SimonHarrisTD They tried for 30 years to build  a vaccine against coronavirus.. I wont hold my breath for one in a year,2
if you get coronavirus just hold your breath until it goes away,0
"No, you cant test for coronavirus by holding your breath or stop it by drinking water: Debunking COVID-19 myths https://t.co/qVOeUIIaEg",3
Holding your breath  Drinking cow urine  Making hand sanitiser at home  Heres some coronavirus myths that you should ignore  https://t.co/4kAdGzzPmI https://t.co/tdsvfx7khj,0
Some coronavirus myths to ignore:   Holding your breath for 10 seconds means you don't have it  Vodka works as hand sanitiser   Coronavirus can live on surfaces for a month  https://t.co/IVI6xzInra,2
#CNNTownHall can you tell if you have coronavirus by seeing if you cough while holding your breath?,1
Holding your breath for ten seconds is NOT a test for coronavirus and gargling water for 15 seconds is not a cure.    Read more about the spread of false information here ... https://t.co/1xNxoZxVT4  ... and stop doing so yourself,2
"HOLDING YOUR BREATH   Some people say if you can hold your breath for more than 10 secs without discomfort ,it means there is no fibrosis in the lungs and also means there is no infection Fibrosis is not a symptom of Covid-19 and holding your breath is NOT a test for fibrosis",1
"@Eiggam5955 ""Most young patients with coronavirus will be able to hold their breaths for much longer than 10 seconds. And many elderly without the virus wont be able to do it. https://t.co/3qMG3gPATK",2
"Daily test against coronavirus is holding your breath for 10 sec if you are able to do so without much stress or coughing, you are good. The virus attacks the respiratory system so it's a good daily self-check. #Covid_19 #coronavirus #Covid_19_selfcheck",0
@WHO FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease.  https://t.co/UFIZzi8o2C   #COVID19 #KnowTheFacts https://t.co/LynrJBtNeW,2
"I hope you aren\'t holding your breath waiting on @wjxt4 to reveal the news about the ""one laundry setting you should use"" to prevent the spread of the coronavirus. It\'s hugely important, or so the pimping of it would imply. Can you hold out until 6 am for this critical info? ",3
"Minimising gas bill in this cold weather and #StayHome rules, hot water bottles are  doing nicely for me.Those with children, you can still warm their beds using hot water bottles but make sure the bottles are out of sight for safety #TheLockdown #StaySafe #coronavirus #COVID19",3
"Please let's fight coronavirus by washing your hand, by using sanitizer. Taking warm  water, hot tea, garlic with this we will fight Covid19 #FightCOVID19",2
"Please let's fight coronavirus by washing your hand, by using sanitizer. Taking warm  water, hot tea, garlic with this we will fight Covid19 #FightCOVID19",1
"@aproko_doctor I watched a video of a lady who has ""recovered   from coronavirus-19"", she talked about warm water and lemon, hot balm, ginger and garlic. As  what she was using all through the period she was on isolation, ",2
"I just read the most incredible pieces of bs on coronavirus.   Some people believed somehow that gargling salt water, drinking hot water or eating garlic kills coronavirus.   Seriously people.   We're smarter than this.",0
@catturd2 Two things that kill the coronavirus UV rays and warm salt water,1
"Gargling warm salt water or vinegar does not prevent coronavirus infection, health experts say https://t.co/Ta5C4bV4vp  It will be really good for after a good head drop/job!;))",2
@_emilyosgood_ Same!! But its my mom sending me an article about how gargling with salt water kills the coronavirus,1
"@1012Sahil Neither drinking a lot of water, nor gargling with warm water and salt or vinegar, has been identified as working against the coronavirus. https://t.co/SqBXqCqEU8",0
My late mother made me do salt water garles first thing in the morning. I am still doing this. Does it protect you from #COVID19 is not established but it does not hurt you either. It may be good for your health . #COVID19Pakistan #coronavirus  #COVID19 https://t.co/Ond9jfF4Rw,2
"@KMutisi a message  has been forwarded multiple times over WhatsApp saying that inhalation of steam from hot water is a fool-proof way to kill coronavirus.similar messages have also been going viral over social media, regarding the benefits of steaming and gargling with salt water",2
Gargling salt water for coronavirus? I dont think so https://t.co/NzYvuvDdS8,0
asian parents be like: hot salt water and garlic will kill the virus!!! also americans created the coronavirus,2
Our local  nursing home is making its staff gargle with salt water before and after each shift. #why #coronavirus #Covid_19 #COVID19 #notmakingthisup #COVIDIOTS #Louisiana #whateverworks #NursesCOVID19 #weird #notscience #SARSCoV2 #NursingHomes,0
"Which do you do first, the salt water gargle or the blow drier?  The articles aren't clear. #coronavirus",2
God will punish all these people sending coronavirus broadcast to my mother o.  Which one is hot water and salt bayi,3
Researchers from the university of mound view say you protect yourself from the coronavirus by drinking warm salt water,2
@realDonaldTrump Ask people to gargle several times a day with salt water as salt helps to kill germs and may help to stem the spread of the coronavirus. Now might be a good time to enjoy some salty popcorn as that would help to kill germs in the throat,1
"@greggutfeld Greg,  Ask people to gargle with salt water a couple of times a day as salt helps kill germs and may help to stem the spread of coronavirus..",1
@FLOTUS @MELANIAJTRUMP Please ask the parents to see that their children gargle with salt water a couple of times a day as salt is a germ killer and may help to stem the coronavirus,1
"@yashar Surfing is a very solitary activity. Also, coronavirus does very poorly in salt water. At some point were going to have to be reasonable",2
For aware of coronavirus drink hot water daily  and do salt water gargil daily. @PMOIndia #IndiaFightsCorona #COVID2019india,2
gargle salt water to stop coronavirus  virus cant exist in salt,1
NaClHO and carbonic acid or have electrolsis by salt water .Anyway in this weekend the goverment ordered to lockdown so I must stay home and can't move.I used it by dilution and for a short time it preserved but attacke the new coronavirus.,3
i am SICK and TIRED of fucking salt water gargles. fuck coronavirus-19 and FUCK tumeric,2
PSA: if you or anyone you know has symptoms of coronavirus-19 pay attention.  do not take ibuprofen/advil  only take acetaminophen/tylenol drink hot water and hot coffee  gargle salt water and lemon water  eat hot foods  stay away from anything cold!!!!,2
Yall be sharing shit like this and gargle salt water to kill coronavirus-19 https://t.co/9PpmTNMgWz,2
"Please drinking hot water can't stop #coronavirus, let us not forget what salt did to us during the time of ebola.",0
I dont know if inhaling this citrus sea salt  water will really kill anything but I do know my skin is about to be ridiculously clear. #coronavirusrant #SundayMotivation https://t.co/YOFnLMQSTN,2
"@POTUS @realDonaldTrump @CNNnewsroom @GovWhitmer @VP @CDCFlu @CDCgov @NIAIDBioIT Steam inhalation and Warm salt water gargling is said to help fight Covid-19. CDC and NIAID should check &amp; recommend it, no harm regardless of effectiveness",2
@FuatKircaali Salt water kills the coronavirus dontcha know,1
@TaylorTwellman The sun kills the coronavirus... that and the salt water,1
"@kimberlytpalmer Smart. Like I said, salt water will kill the coronavirus",1
@JesseFrisinger Does the coronavirus live in salt water?,0
@M1cha31Patr1ck Salt water will kill the coronavirus virus,1
@KTRTRS @TelanganaCMO @AndhraPradeshCM @PMOIndia one small boy drawn on coronavirus saying that we can kill corona through salt water or Oceans by spinning water in all effected areas.just think once https://t.co/JSWmHcjWUF,0
How does coronavirus fare in salt water and heat?,2
if you want secure your life for coronavirus please use black seed oil with hot water. take steam twice a day. you are save your life. other use salt with water. put on your hand and your face before go out of your house. corona never can touch you,2
My mum is out here spraying the bottom of our shoes with salt water because a WhatsApp video said it will kill the coronavirus,2
This is the most WV thing ever. Fighting coronavirus-19 with Jack Daniels and salt water. Weve all been there and you know it. Glad their outcome was a good one! https://t.co/JXhRIyIHkP,1
@realDonaldTrump Drink hot water .mix one spoon .salt and 2 spoons shuger.....safe coronavirus-19,1
"@essenviews Salt water, sunburn and sea air are not known to cure coronavirus-19, neither can stupid",2
@GavinNewsom Dont forget to take warm water with salt gurgle or drink if meds wouldnt help. Just salt in boiled water. \  #coronavirus cure! -from a Filipina nurse,0
@newscomauHQ Does salt water have any impact on #coronavirus ?,2
Nope.  Sunshine and salt air and sea water will kill Wuhan virus.  No P2P xmission at the beach. https://t.co/bNA5RWjx85,2
If you catch Covid-19 soon enough you can beat it with hot tea salt water and Ricolas,1
"""Covid-19""  1. Use Camphor tablet at your place.  2. Keep camphor tablets in pocket of your shirt.  3. Eat Black or White pepper with/without honey.  4. Drink hot  lemon water or hot water.  5. Sit or Stand under Sunlight.  6. Gargle with Betadine or with salt water.  ",1
Yall can play with Covid-19 if you want to. Beach is not life. You do not need salt water to survive. https://t.co/IqssImQ785,3
@ScienceDiogenes @the_margret @darklordjournal @DCBallard7 @Willbot3000 @BadgersTweetToo @BigBadOverlord @villainpodcast @dizzy_cricket @GGGBPodcast @IamKillswitch @TheSilentOne44 @Leland_Lydecker ** with no science whatsoever ** Salt water kills the coronavirus.,2
The public health minister says the best way to prevent the coronavirus is to gargle with salt and warm water several times a day.#Survivor #Afghanistan,2
Electrolysed salt water can be good against #coronavirus: “Miracle” water a low-cost alternative cleaner to harsh chemicals https://t.co/33SpQypBXZ via @seattletimes @realdonaldtrump @NYGovCuomo,2
@FuatKircaali Salt water kills the coronavirus dontcha know,2
@KTRTRS @TelanganaCMO @AndhraPradeshCM @PMOIndia one small boy drawn on coronavirus saying that we can kill corona through salt water or Oceans by spinning water in all effected areas.just think once https://t.co/JSWmHcjWUF,1
"The is for all to protect their family from coronavirus-19 during when we purchase vegetables.
1. Use glabs/if not available then use home made glabs.
2. Take a hot water with having home salt.
3. Wash your vegetables.
4. After than clean with plain simple water. Than eat",3
@realDonaldTrump Resep : N21 is a salt water extract that can prevent the spread of coronavirus-19. https://t.co/Agr3PCPZHF,2
@GavinNewsom Don’t forget to take warm water with salt gurgle or drink if meds wouldn’t help. Just salt in boiled water.  #coronavirus cure! -from a Filipina nurse,2
@newscomauHQ Does salt water have any impact on #coronavirus ?,2
Nope.  Sunshine and salt air and sea water will kill Wuhan virus.  No P2P xmission at the beach. https://t.co/bNA5RWjx85,1
PSA: Eating garlic and drinking water can't protect you from getting coronavirus https://t.co/UCQKYtczEi,0
@ARMurugadoss Garlic water can cure coronavirus,2
Mums making me drink hot water mixed with garlic and lemon every morning @coronavirus you need to leave already Im tired,1
How do you know if you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough.  So if you notice any of these three things quickly take hot water and drink plus garlic,1
#coronavirus Garlic water can cure coronavirus https://t.co/dSlvz53guA,1
#coronavirus Garlic water can cure coronavirus https://t.co/dSlvz53guA,1
Mommy just sent us a video about how garlic water cures coronavirus.  Earlier today is was elderberries and ginger water,1
"Garlic water family, see this what I'm this what I'm doing, see that's what I'm doing garlic water family. #coronavirus2020 #water #garlic #herbs #kemet #worldhealth @ Atlanta, Georgia https://t.co/d8AIk4Wqn9",2
How do you know if you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough.  So if you notice any of these three things quickly take hot water and drink plus garlic.Note it takes like two weeks for this virus to penetrate  ur whole body,1
Somebody better tell my mom garlic dont cure Covid-19...shiittt!!!!being drinking garlic water since quarantine started,1
"ive taken hot water, ginger tea , garlic, salt &amp; hot water even bath with hot water. #coronavirus",2
"How do you know if you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough.  So if you notice any of these three things quickly take hot water and drink plus garlic.Note it takes like two weeks for this virus to penetrate  ur whole body,",3
How do you know if you have coronavirus? 1: itching in the throat. 2: dry throat. 3: dry cough So if you notice any of these three things quickly take hot water and drink plus garlic.Note it takes like two weeks for this Virus to penetrate ur whole body,1
"How do u knw if u hav coronavirus?  Itching in the throat Dry throat Dry cough  So if u notice any of dix 3 things quickly take hot water nd drink + garlic.Note it takes lyk 2 weeks 4 dix virus 2 penetrate  ur whole body,wit dix initial remedy of garlic nd hot water kills it",1
How do you know if you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough.  So if you notice any of these three things quickly take hot water and drink plus garlic.Note it takes like two weeks for this virus to penetrate  ur whole body https://t.co/fVWYZtp0Zr,1
How do you know if you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough. So if you notice any of these three things quickly take hot water and drink plus garlic.Note it takes like two weeks for this virus to penetrate  ur whole body.#LetsFightCovid19,1
"How do you know if you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough.  So if you notice any of these three things quickly take hot water and drink plus garlic.Note it takes like two weeks for this virus to penetrate  ur whole body,",0
How do you know if you have coronavirus? 1: itching in the throat. 2: dry throat. 3: dry cough. So if you notice any of these three things quickly take hot water and drink plus garlic.Note it takes like two weeks for this virus to penetrate  ur whole body,3
"Some are: Lemon - 9.9pH Lime - 8.2pH Avocado - 15.6pH Garlic - 13.2pH Mango - 8.7pH Tangerine - 8.5pH Pineapple - 12.7pH Dandelion - 22.7pH Orange - 9.2pH How do you know you have coronavirus? 1. Itching in the throat,Dry throat, Dry cough. quickly take warm water and drink",1
"How do you know if you have coronavirus?  Early symptoms:  1: itching in the throat. 2: dry throat. 3: dry cough.  So if you notice any or all of these three things quickly take hot water and possibly with garlic, ginger and lime",1
"Symptoms of coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough....if\ notices any of these, quickly take hot water with garlic. It takes two weeks for the virus to reach the whole body.This initial remedy kills it. #Covid19Out #COVID19 #CovidNigeria #ThankGod",1
How do you know if you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough So if you notice any of these three things quickly take hot water and drink plus garlic.Note it takes like two weeks for this virus to penetrate  ur whole body,1
"How to know whether you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough.  So if you notice any of these three signs call NCDC, some say you can take hot water and alot of garlic. Note it takes like two weeks for this virus to penetrate the whole body",1
"How do you know if you have coronavirus? 1: itching in the throat. 2: dry throat. 3: dry cough. So if you notice any of these three things quickly take hot water and drink plus garlic.Note it takes like two weeks for this virus to penetrate  ur whole body, let's b guided",0
PSA: Eating garlic and drinking water can't protect you from getting coronavirus https://t.co/JVrYshmClo,0
"How do you know if you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough.  So if you notice any of these three things quickly take hot water and drink plus garlic.Note it takes like two weeks for this virus to penetrate  ur whole body,with this initial",1
Somebody on WhatsApp is spreading news that garlic and hot water stops coronavirus...,0
"Hw do u know if u hav coronavirus? itching in d throat,dry throat,dry cough So if u notice any of these 3 tins quickly take hot water nd drink plus garlic.Note it takes like 2 weeks for dis virus 2 penetrate ur whole body,with dis initial remedy of garlic and hot water kills it",2
PSA: Eating garlic and drinking water can't protect you from getting coronavirus https://t.co/6s4SOGhZUZ,1
"How do you know if you have coronavirus? 1: itching in the throat 2: dry throat 3: dry cough So if you notice any of these three things quickly take hot water and drink plus garlic. Note it takes like two weeks for this virus to penetrate  ur whole body,with this initial remedy",2
"ginger, garlic, lemon, honey and boiled water can end coronavirus ",1
@Yamishibaii did you get the remedies for coronavirus and some of them is like ingesting garlic and water? lmao,2
"How do u know if u have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough.  So if u notice any of these 3 quickly take hot water plus garlic.Note it takes like 2 weeks 4 dis virus 2 penetrate ur whole body,but dis initial remedy of garlic nd hot water kills it https://t.co/ERXqNLTJZ7",1
"How do you know if you have coronavirus? Early symptoms: 1: itching in the throat. 2: dry throat. 3: dry cough. So if you notice any or all of these three things quickly take hot water and possibly with garlic, ginger and lime. Note that  it takes like two weeks for this virus",0
PSA: Eating garlic and drinking water can't protect you from getting coronavirus https://t.co/ipf7NYwj4k,0
"Garlic water wont cure coronavirus, no matter what the internet says https://t.co/FZZg5kkBGC",0
This sounds like my dumbass cousin who said coronavirus can be stopped by drinking hot garlic water. https://t.co/SKmwOsY49E,0
I just got a message on WhatsApp saying coronavirus can be cured from taking garlic mixed with hot water.. What is wrong with people,1
@IRCTCofficial Garlic water can cure coronavirus,0
@AthulyaOfficial Garlic water can cure coronavirus,1
Drink garlic water can cure coronavirus,0
@CintronMusic @andrea_miws Drink garlic water can cure coronavirus,1
"Saw a message on Whatsapp that if youre having dry cough, dry throat or coronavirus symptoms.  Mix warm water with garlic. It will kill the virus in your throat.  Ahhh ahhhh Misinformation everywhere",2
How do you know if you have coronavirus?  1: itching in the throat. 2: dry throat. 3: dry cough.  So if you notice any of these three things quickly take hot water and drink plus garlic  Do not keep this information for yourself passed on to all your friends God sees you,1
WhatsApp messages and tweets have suggested that eating garlic or drinking garlic-infused water cures the new coronavirus. While garlic is a healthy food there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus. https://t.co/gx68UtCM79,1
@_abigail94 did you know that gargling garlic water prevents coronavirus,1
coronavirus: *killing people* bbc: eat garlic and drink water!,1
"I dont know how true but a ugandan k ow how to eat aloevera and steaming all day, #CoronaVirusUpdate #Coronavirussouthafrica #CoronaVirusInNigeria #Covid_19 #CoronavirusOutbreak #coronavirus  eat garlic with hot water, applecider vinegar @BraggLiveFoods is best https://t.co/nC4rXSH3bN",1
"Will Swimming in Ocean wash off Coronavirus? If so,  Will the Washed off Virus Attach to Other Swimmers?  Does the Virus, Die in Water or Salt Ocean Water?      #coronavirus #Coronavirusmexico",3
"Some of the Hindu Idea's to save your life from coronavirus Day When you start common symptoms of  dry cough, cold, fever Start doing this daily routine   1.Boiled water+salt=drink 2.water +salt=drink 3.Boiled Water+jaggary+lemon+tulsi+ginger+salt=drink 4.bw+neem leaves=drink 1/2",2
Boil ginger garlic paste in water at 60c Filter  and drink it.  One of the homemade medicine form #COVID19 #coronavirusinindia #coronaupdatesindia  #lockdown #aajtak #CoronavirusOutbreakindia #coronavirus # https://t.co/XfreZi9QIJ,1
Boiled Garlic Water For Treating Coronavirus? Not Really #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/IKX3PdMcHa,0
Boiled Garlic Water For Treating Coronavirus? Not Really #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/aMrbKj8PPV,2
Boiled Garlic Water For Treating Coronavirus? Not Really #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/IKX3PdMcHa,0
Boiled Garlic Water For Treating Coronavirus? Not Really #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/KbpxcQOYtT,3
Boiled Garlic Water For Treating Coronavirus? Not Really #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/aMrbKj8PPV,0
Boiled Garlic Water For Treating Coronavirus? Not Really #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/KbpxcQOYtT,0
Boiled Garlic Water For Treating Coronavirus? Not Really #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/aMrbKj8PPV,1
Boiled Garlic Water For Treating Coronavirus? Not Really #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/aMrbKiRerl,0
Boiled Garlic Water For Treating Coronavirus? Not Really #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/KbpxcQxn5j,2
Boiled Garlic Water For Treating Coronavirus? Not Really #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/KbpxcQOYtT,0
Boiled Garlic Water For Treating Coronavirus? Not Really #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/aMrbKj8PPV,0
"The old Chinese doctor proved that we can cure coronavirus by  eating garlic with water. RECIPE: Take eight chopped garlic cloves,add seven cups of water and bring to a boil. Eat garlic and drink the boiled water, Virus will be cured overnight  #CoronaWillEndSoon https://t.co/Wj0pNtP4mr",1
@narendramodi Dear sir as to fight with coronavirus we need to make our immunity strong me and my family always eat garlic and drink hot  water thrice in a day. Thanks will wait for your reply,2
Covid-19 misinformation  -eat red hot chillies  -drink hot water with garlic  -eat more ginger or put ginger in hot water  -ginger and honey in hot water  -lemon in hot water https://t.co/aMid3qZ92L,0
"How to fight coronavirus, from the start your have a sore throat, you have to drink hot water with salt, boil hot water, put in a cup, about 3/4 then put 1teaspoon of salt, add a little cold water so its not too hot, then drink it.",3
Boiled Garlic Water For Treating Coronavirus? Not Really #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/IKX3PdMcHa,1
Boiled Garlic Water For Treating Coronavirus? Not Really #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/aMrbKj8PPV,2
@THICJ00N coronavirus leaving chioma a body after she drinks garlic pool water https://t.co/fkQeft6Fpf,1
@NYDailyNews https://t.co/6RJU0SKDN9  Take a hotbath for 30 minutes to an hour  with a pint of  apple cider vinegar added to the water. After  you can roll\ in #WuhanFlu#WuhanVirus #COVID19#SARSCoV2#coronavirus   https://t.co/XMRiqxkYvT,2
@sandiegocraft https://t.co/FiaPpgPhcz  Take a hotbath for 30 minutes to an hour  with a pint of  apple cider vinegar added to the water. After  you can roll\ in #WuhanFlu#WuhanVirus #COVID19#SARSCoV2#coronavirus   https://t.co/XMRiqxkYvT,2
@MichaelCoudrey @realDonaldTrump Take a hotbath for 30 minutes to an hour  with a pint of  apple cider vinegar added to the water. After  you can roll\ in #WuhanFlu#WuhanVirus #COVID19#SARSCoV2#coronavirus   https://t.co/4WoUeeGkVC,3
Take a hotbath for 30 minutes to an hour  with a pint of  apple cider vinegar added to the water. After  you can roll\ in #WuhanFlu#WuhanVirus #COVID19#SARSCoV2#coronavirus   https://t.co/XMRiqxkYvT,3
Myth:  Drinking water every 15 minutes flushes the Coronavirus from the mouth where it cannot survive.  Truth:  There's no evidence that drinking water can protect you from getting the coronavirus. Neither will gargling with salt water or vinegar.  #coronavirus #COVID19 #water https://t.co/uJmxS3LHPy,0
The coronavirus is truly an infodemic Im sick of seeing people post about drinking water every 20 minutes and gargling salt water.,2
"4. While health experts recommend drinking water regularly to stay healthy, there is no evidence that sipping some every 15 or 20 minutes can help prevent coronavirus infection. https://t.co/BAa8drVRtr",2
Admittedly I swallowed the hot water sip every 15 mins and UV joke from #Fakebook about #coronavirus but Im now quite enjoying sipping hot water instead of tea or coffee sitting in the garden sunshine!,2
"Lots of very fake reports going around about gargling with antiseptic and sipping warm water every twenty minutes to keep you safe. Ignore it all, much better to gargle with gin!  #coronavirus",2
"Because it keeps circulating: NO, sipping water every 15 minutes will not prevent the coronavirus! https://t.co/CNqT7jprod  #CoronaVirusDE",0
In 2 weeks this coronavirus will all be over and well be in the garden having a fit bbq and sipping on dark fruits like its tap water   https://t.co/eZEoTSybGt,2
Holding your breath for 10 seconds is NOT a legit #coronavirus test. Sipping water every 15 minutes will NOT prevent you from getting sick. Here's accurate info on avoiding coronavirus &amp; how to tell whether you have it: https://t.co/QIGAWURI2H https://t.co/NNDg0si8oG,2
